Iteration;w_s;Non Food;Non Perishable A;Non Perishable B;Non Perishable C;Non Perishable D;Perishable A;Perishable B;Medoid 0;Medoid 1;Medoid 2;Medoid 3;Cluster Size 0;Cluster Size 1;Cluster Size 2;Cluster Size 3;IEM;optimization;clustering;Repetition
7;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;1140989952;29528105184;18257944832;9730924546;99;250;150;204;-7.881179716447813;0.09375;;random_27
0;0.04433728675944632;0.2275647481694018;0.1641996918642372;0.05147185107264615;0.2262699807142178;0.17455759231180298;0.06065141893718627;0.05094743017106155;536870928;63355168866;9730924546;3489792000;2;485;215;1;;;;random_28
1;0.2964359458958123;0.2226315281946228;0.037580570346368206;0.06022250718964245;0.0004755244368310087;0.25811395670503035;0.00702758194325551;0.11751238528843733;1610756224;63355168866;9730924546;3556777984;108;345;148;102;-7.69378802979316;0.109375;1.09375;random_28
2;0.19000060550784129;0.1725435531288947;0.005486085000411931;0.07929416674866725;0.1603637367026182;0.2688223730625197;0.007284157577610326;0.11620532227143672;1610756224;63355168866;9730924546;3556777984;110;334;156;103;-7.830222393198994;0.109375;0.296875;random_28
3;0.08365946100027769;0.04112174223113338;0.09186568040930077;0.04469601181801276;0.21723168090227032;0.3311928691550277;0.0033295270512081624;0.18690302743276893;1610756224;29003747426;9730924546;3556777984;125;282;188;108;-7.833188916915207;0.09375;0.5;random_28
4;0.08365946100027769;0.04112174223113338;0.09186568040930077;0.04469601181801276;0.21723168090227032;0.3311928691550277;0.0033295270512081624;0.18690302743276893;1610756224;29003747426;9730924546;3556777984;126;282;189;106;-7.856031716032522;0.09375;0.265625;random_28
5;0.08365946100027769;0.04112174223113338;0.09186568040930077;0.04469601181801276;0.21723168090227032;0.3311928691550277;0.0033295270512081624;0.18690302743276893;1610756224;29003747426;9730924546;3556777984;126;282;189;106;-7.8578046681724345;0.125;;random_28
0;0.18004474216071742;0.008916308548138267;0.07208383785410452;0.14755360937422266;0.130002402201573;0.1610656170631507;0.09645989960549682;0.2038735831925967;34359741441;11819679778;29878264130;1140989952;31;229;334;109;;;;random_29
1;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602431;0.12669086097893295;34359741441;11819679778;29878264130;1073885184;57;272;290;84;-7.784778327468323;0.09375;0.625;random_29
2;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;35433621504;11819679778;29878264130;1073885184;92;269;255;87;-7.811119909370554;0.109375;0.578125;random_29
3;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;35433621504;11819679778;29878264130;1073885184;92;269;255;87;-7.819680357937191;0.09375;0.28125;random_29
4;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;35433621504;11819679778;29878264130;1073885184;92;269;255;87;-7.819680357937191;0.09375;;random_29
0;0.030949599129559226;0.1674520839070687;0.03751213964150688;0.24719734700076934;0.13655527174146526;0.10850714956091803;0.0692279001310634;0.20259850888764908;35433621504;28995645730;1610621056;18796904448;118;346;110;129;;;;random_3
1;0.2308093585983686;0.12859103137220315;0.01281071994481395;0.2926995990654124;0.008294415791539791;0.08442058700028815;0.0014980813812954944;0.2408762068460784;35433621504;11819679778;1610756224;18805301248;118;322;110;153;-7.746205241390898;0.09375;0.53125;random_3
2;0.2308093585983686;0.12859103137220315;0.01281071994481395;0.2926995990654124;0.008294415791539791;0.08442058700028815;0.0014980813812954944;0.2408762068460784;35433621504;11819679778;1610756224;18805301248;118;322;110;153;-7.791007539657537;0.09375;0.265625;random_3
3;0.2308093585983686;0.12859103137220315;0.01281071994481395;0.2926995990654124;0.008294415791539791;0.08442058700028815;0.0014980813812954944;0.2408762068460784;35433621504;11819679778;1610756224;18805301248;118;322;110;153;-7.791007539657537;0.09375;;random_3
0;0.24734908670517736;0.033653074694009494;0.14814194497023714;0.037815261327665606;0.2052595204834616;0.113404375798904;0.16189794235620686;0.05247879366433788;538968192;11878408290;17184325632;61755500610;46;294;42;321;;;;random_30
1;0.3654385366671609;0.13866785552606806;0.0018778672905659366;0.16532125704780354;0.137943764862944;0.06497480183749599;0.08000235854611208;0.045773558221849565;538968192;11878408290;17184325632;61818153026;52;274;49;328;-7.731242718442651;0.109375;0.703125;random_30
2;0.2310014681756083;0.2856052610664145;0.04818096170409868;0.07155834578377031;0.1489056167349243;0.024893341860084312;0.01694696935742803;0.1729080353176716;1610756224;11819679778;1073885184;61755500610;137;208;50;308;-7.761657480456908;0.109375;1.140625;random_30
3;0.30780129533058376;0.10485881119307372;0.0441901510234681;0.055817594207506434;0.15861521497575098;0.029034267301752827;0.003909561729418514;0.2957731042384457;1686249600;11819679778;1140989952;61755500610;148;215;62;278;-7.834699376522974;0.09375;0.546875;random_30
4;0.28285602862283515;0.2537776207989907;0.0451233842292053;0.024502986104953817;0.050222520870453737;0.0063926698739970285;0.004814088301972496;0.3323107011975916;1686249600;11819679778;1073885184;61755500610;152;198;50;303;-7.842131588886409;0.109375;0.578125;random_30
5;0.11087684162754624;0.27886963336158577;0.08188371305838223;0.086645741524473;0.12310991386830245;0.012388078847863998;0.0028737857519388807;0.30335229195990754;1686249600;11819679778;1140989952;61755500610;140;186;67;310;-7.828091839886077;0.109375;0.5625;random_30
6;0.11087684162754624;0.27886963336158577;0.08188371305838223;0.086645741524473;0.12310991386830245;0.012388078847863998;0.0028737857519388807;0.30335229195990754;1686249600;11819679778;1140989952;61755500610;139;186;67;311;-7.827311066023802;0.109375;0.28125;random_30
7;0.11087684162754624;0.27886963336158577;0.08188371305838223;0.086645741524473;0.12310991386830245;0.012388078847863998;0.0028737857519388807;0.30335229195990754;1686249600;11819679778;1140989952;61755500610;139;186;67;311;-7.827461537357867;0.109375;;random_30
0;0.0326964223671141;0.11016873414791012;0.08027231024198507;0.21228329819461994;0.17275654010891994;0.16899551664790913;0.2039962678482571;0.018830910443284398;536870928;44099049474;18796904448;11878408290;2;221;152;328;;;;random_31
1;0.17455478389243612;0.040719380624266166;0.056995560128432814;0.2683122383112309;0.06199148396097912;0.3851784247416006;0.011430375698385231;0.0008177526426690063;538968192;44099049474;1073885184;29542728162;32;206;126;339;-7.736327242281796;0.109375;0.921875;random_31
2;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1610756224;44099049474;1073885184;29542728162;91;213;63;336;-7.810499778833151;0.109375;0.640625;random_31
3;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1610756224;44099049474;1073885184;29542728162;91;212;63;337;-7.83068501633609;0.09375;0.3125;random_31
4;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1610756224;44099049474;1073885184;29542728162;91;212;63;337;-7.830679874613543;0.09375;;random_31
0;0.1501406678466612;0.15891855125395202;0.2615496917612335;0.07943466666350454;0.06548114257748333;0.027269838494596424;0.004467202458743832;0.25273823894382513;27386851346;11819679778;1073885184;46717348066;262;162;55;224;;;;random_32
1;0.2493491155966475;0.1708491863379789;0.05773513690839072;0.07338474203605963;0.2143746372869216;0.004106611093151669;0.0018928119935274711;0.22830775874732234;27386851346;11819679778;1073885184;46717348066;215;176;57;255;-7.799494627167182;0.109375;0.265625;random_32
2;0.2310014681756083;0.2856052610664145;0.04818096170409868;0.07155834578377031;0.1489056167349243;0.024893341860084312;0.01694696935742803;0.1729080353176716;27386851346;11819679778;1073885184;46717348066;219;169;57;258;-7.801682314683423;0.109375;0.28125;random_32
3;0.3188267260209409;0.3125167311315185;0.01233475156003031;0.05729383544931351;0.061270584210080435;0.16402134228503878;0.02036627212274369;0.053369757220333935;27389210754;11878408290;1073885184;61755500610;177;222;66;238;-7.808994269895813;0.09375;0.75;random_32
4;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;27392999554;11878408290;1073885184;61755500610;167;221;87;228;-7.831203721725568;0.09375;0.5;random_32
5;0.214041981363924;0.301238880082114;0.056070386836056696;0.1017255966476014;0.0682301645622062;0.19645053268916604;0.01281439718153725;0.04942806063739455;27392999554;11878408290;1073885184;61755500610;184;226;73;220;-7.825662182968722;0.09375;0.25;random_32
6;0.3239493015050906;0.18313776514925206;0.0491250697199215;0.014216625515887203;0.17131944951678524;0.17915031541706608;0.017380613315167402;0.06172085986082994;27393130690;11878408290;1073885184;61746845904;168;214;92;229;-7.836484704676912;0.109375;0.484375;random_32
7;0.2324533864552069;0.2342828511449603;0.019027442455752396;0.04922853468107655;0.15924847664860814;0.11469737055866375;0.012986171885580931;0.17807576617015108;27393130690;11819679778;1073885184;61746845904;188;198;72;245;-7.828193714543394;0.09375;0.53125;random_32
8;0.3401271709626589;0.2973480132545519;0.0006556579235217339;0.13831523557484374;0.21877195122103665;0.0005242223128739071;0.0008825991258984506;0.0033751496246148967;27393130690;11819679778;1140989952;61755500610;225;139;90;249;-7.8436960150262305;0.09375;0.484375;random_32
9;0.19009253345480176;0.2604455231915442;0.07607004373257596;0.2710620111609834;0.10146083857364932;0.07936022418773235;0.006436420169020229;0.015072405529692915;27387371584;11819679778;1073885184;61761530194;173;208;94;228;-7.81789621825129;0.09375;0.46875;random_32
10;0.2288725328180309;0.2393300406174841;0.002841533166765059;0.3396604998078504;0.07653120088216987;0.0810396231676814;0.005551028078179233;0.02617354146183907;27385086144;11819679778;1073885184;61808519362;152;208;113;230;-7.841556242525399;0.109375;0.5;random_32
11;0.2500791569798219;0.2354027773027801;0.014862273932091509;0.2486842722487812;0.05416282486031248;0.14072914265149306;0.02574566700541392;0.03033388501930588;27385086144;11819679778;1073885184;61755500610;158;231;86;228;-7.811265723981889;0.109375;0.53125;random_32
12;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;27385086144;11819679778;1073885184;61755500610;156;240;87;220;-7.816555047876951;0.09375;0.265625;random_32
13;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;27385086144;11819679778;1073885184;61755500610;156;240;87;220;-7.810185118443493;0.09375;;random_32
0;0.14172749891005346;0.16610689652204874;0.0596028019599805;0.12406089476659687;0.013530371738957315;0.10273934107727864;0.2067988051014852;0.18543338992359926;536870928;11878408290;61207619586;1610756224;2;266;272;163;;;;random_33
1;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1073885184;29003747426;61207619586;1610756224;60;314;223;106;-7.728384070257113;0.09375;1.21875;random_33
2;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1073885184;29003747426;61207619586;1610756224;60;314;223;106;-7.829124156390541;0.109375;0.34375;random_33
3;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1073885184;29003747426;61207619586;1610756224;60;314;223;106;-7.829124156390541;0.109375;;random_33
0;0.059056072101279;0.16792859118051387;0.04046436708104362;0.16578901880063482;0.16440218217409916;0.1395727227265108;0.11010141418249764;0.15268563175342112;536870928;46717348066;17184325632;9730924546;2;426;49;226;;;;random_34
1;0.2330521793504943;0.24520217241991435;0.013850355910538516;0.2317522672329163;0.10393040132183767;0.15078164055193224;0.014373299585556196;0.007057683626810569;538968192;63891843296;1073885184;9730924546;33;367;114;189;-7.706727319071309;0.09375;0.96875;random_34
2;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;1610756224;63363811936;1140989952;9730924546;147;243;113;200;-7.819911250594351;0.109375;0.734375;random_34
3;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;1610756224;63363811936;1140989952;9730924546;147;243;113;200;-7.9083382985383865;0.09375;0.265625;random_34
4;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;1610756224;63363811936;1140989952;9730924546;147;243;113;200;-7.9083382985383865;0.09375;;random_34
0;0.07858612885644675;0.2276811236523656;0.1657104981997708;0.0035500389034249726;0.09312576441366688;0.039730412544417865;0.2633202376173745;0.1282957958125326;8589934658;44099049474;26847871040;29798572384;27;249;148;279;;;;random_35
1;0.16723291048123753;0.4019116827096605;0.025438158590391998;0.03065401151493578;0.13902133731543664;0.029843622583732438;0.20302598703981775;0.0028722897647873572;8589934658;61830740226;26847871040;29798572384;30;244;160;269;-7.7481406925141965;0.09375;0.578125;random_35
2;0.2095576765149964;0.3031717040826704;0.07080586415028615;0.040989367994292036;0.2073365300207722;0.030714612146997475;0.09043489505548448;0.046989350034501096;8589934658;61830740226;26847871040;12348039392;32;253;203;215;-7.778805541834531;0.09375;0.546875;random_35
3;0.2310014681756083;0.2856052610664145;0.04818096170409868;0.07155834578377031;0.1489056167349243;0.024893341860084312;0.01694696935742803;0.1729080353176716;9730924546;61755500610;1140989952;3758227616;150;299;66;188;-7.784186099788427;0.09375;1.328125;random_35
4;0.2310014681756083;0.2856052610664145;0.04818096170409868;0.07155834578377031;0.1489056167349243;0.024893341860084312;0.01694696935742803;0.1729080353176716;9730924546;61755500610;1140989952;3758227616;150;299;66;188;-7.829449596979985;0.09375;0.28125;random_35
5;0.2310014681756083;0.2856052610664145;0.04818096170409868;0.07155834578377031;0.1489056167349243;0.024893341860084312;0.01694696935742803;0.1729080353176716;9730924546;61755500610;1140989952;3758227616;150;299;66;188;-7.829449596979985;0.09375;;random_35
0;0.1467252627361514;0.18863771968997495;0.1087286127708512;0.04038415164602213;0.24251615281266725;0.05600315302199749;0.15083376443596927;0.06617118288636636;538968192;3221364768;17184325632;64171157666;38;220;54;391;;;;random_36
1;0.3188267260209409;0.3125167311315185;0.01233475156003031;0.05729383544931351;0.061270584210080435;0.16402134228503878;0.02036627212274369;0.053369757220333935;1610756224;11878408290;1073885184;61830740226;110;270;50;273;-7.744244374960794;0.109375;1.453125;random_36
2;0.27412579453179003;0.21001446689016307;0.11423064718323878;0.0105703074954988;0.09694750277620268;0.24917312999152494;0.02668196820018524;0.01825618293139641;1610756224;11878408290;1073885184;61830740226;98;236;83;286;-7.818821317760028;0.109375;0.28125;random_36
3;0.30355125325922466;0.3230086350740909;0.024803266606973837;0.009728815810902241;0.04922429229975005;0.18686763824616096;0.011801873080479013;0.09101422562241837;1610756224;11878408290;1073885184;61746845904;122;230;89;262;-7.85538400280698;0.109375;0.546875;random_36
4;0.27412579453179003;0.21001446689016307;0.11423064718323878;0.0105703074954988;0.09694750277620268;0.24917312999152494;0.02668196820018524;0.01825618293139641;1610756224;11878408290;1073885184;61830740226;98;236;83;286;-7.841204445984751;0.09375;0.5625;random_36
5;0.30355125325922466;0.3230086350740909;0.024803266606973837;0.009728815810902241;0.04922429229975005;0.18686763824616096;0.011801873080479013;0.09101422562241837;1610756224;11878408290;1073885184;61746845904;122;230;89;262;-7.85538400280698;0.109375;0.515625;random_36
6;0.27412579453179003;0.21001446689016307;0.11423064718323878;0.0105703074954988;0.09694750277620268;0.24917312999152494;0.02668196820018524;0.01825618293139641;1610756224;11878408290;1073885184;61830740226;98;236;83;286;-7.841204445984751;0.09375;;random_36
0;0.01961346055254835;0.1728309919883434;0.1950270177970449;0.19260454752141912;0.1817239940975368;0.1551620094295219;0.06678076267022391;0.016257215943361672;536870928;63355168866;1610756224;3489792000;2;579;120;2;;;;random_37
1;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;1073885184;63355168866;1610756224;3556777984;53;452;103;95;-7.686617872505508;0.09375;1.3125;random_37
2;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1140989952;63355168866;1610756224;3556777984;68;433;113;89;-7.825293940925028;0.09375;0.75;random_37
3;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602431;0.12669086097893295;1140989952;63355168866;1610756224;3556777984;102;374;121;106;-7.827921053992218;0.078125;0.3125;random_37
4;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602431;0.12669086097893295;1140989952;63355168866;1610756224;3556777984;102;374;121;106;-7.82957282673131;0.109375;;random_37
0;0.16421416593437;0.09364508953181022;0.053423739949643965;0.0215437453558263;0.29258552840288743;0.004607958916197561;0.310725643139567;0.059254128769697566;538968192;35434530816;29878264130;8589934658;40;109;517;37;;;;random_38
1;0.3181896883291284;0.06451533253712267;0.09508388357926592;0.022120575388351185;0.20496398516181527;0.030807697885851318;0.21407502043325008;0.05024381668521534;538968192;35433621504;29878264130;8589934658;40;165;453;45;-7.7421013205620826;0.09375;0.828125;random_38
2;0.4987921168201356;0.08552268049717457;0.029908544963415995;0.07137408995586296;0.001617052506258376;0.15618679337151806;0.10323335163544828;0.05336537025018609;538968192;35433621504;29542728162;8589934658;42;163;436;62;-7.7676254472643675;0.09375;0.734375;random_38
3;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1073885184;35433621504;29542728162;9730924546;99;96;360;148;-7.7889816227022575;0.109375;1.203125;random_38
4;0.2330521793504943;0.24520217241991435;0.013850355910538516;0.2317522672329163;0.10393040132183767;0.15078164055193224;0.014373299585556196;0.007057683626810569;1073885184;35433621504;29542728162;9730924546;108;150;329;116;-7.856143829846842;0.109375;0.3125;random_38
5;0.2500791569798219;0.2354027773027801;0.014862273932091509;0.2486842722487812;0.05416282486031248;0.14072914265149306;0.02574566700541392;0.03033388501930588;1073885184;35433613312;29542728162;9730924546;107;124;325;147;-7.850026368069908;0.09375;0.5625;random_38
6;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;1073885184;35433613312;29542728162;9730924546;104;116;333;150;-7.8526417564766255;0.09375;0.296875;random_38
7;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;1073885184;35433613312;29542728162;9730924546;104;116;333;150;-7.853099681343122;0.09375;;random_38
0;0.02177467914391304;0.02453503803472615;0.1840196445878666;0.06718627195350521;0.11515181263419967;0.15261831935385234;0.23563550007127876;0.19907873422065836;34359741441;63920618995;26847871040;10267787394;20;340;156;187;;;;random_39
1;0.2729976277318501;0.029202958170148542;0.00408658947770977;0.026452660976307475;0.0336570687436131;0.2359948013320009;0.084340304919203;0.313267988649167;34359741441;63890144882;9730924546;10267787394;56;336;161;150;-7.710065527512058;0.09375;0.546875;random_39
2;0.2482003305974149;0.0433814935066545;0.017385875376714138;0.011515459531277559;0.08142160807923883;0.1878292542152249;0.07605529646889017;0.33421068222458505;34359741441;63890144882;9730924546;10267787394;59;325;167;152;-7.808078119786794;0.109375;0.296875;random_39
3;0.1902378524833324;0.12136605307756992;0.02765487426421764;0.010949187314309576;0.13516805901953688;0.1448850049056568;0.014652283688509904;0.3550866852468669;35433621504;21019898144;9730924546;10267787394;119;271;156;157;-7.82126650814953;0.09375;0.53125;random_39
4;0.204010366811844;0.2987667435432591;0.03065162719019198;0.08078032796635412;0.016787901371500866;0.042166449379253054;0.01703437799657975;0.3098022057410172;35433621504;21019898144;9730924546;10267787394;171;197;187;148;-7.821070801838652;0.109375;0.21875;random_39
5;0.13284555134653314;0.3173002852383266;0.060680379195706034;0.03121435780812581;0.03706304543064638;0.002911361518931726;0.05030086532891859;0.3676841541328117;35433621504;21019898144;9730924546;10267787394;160;198;192;153;-7.825494728027506;0.09375;0.234375;random_39
6;0.11087684162754624;0.27886963336158577;0.08188371305838223;0.086645741524473;0.12310991386830245;0.012388078847863998;0.0028737857519388807;0.30335229195990754;35433621504;21019898144;9730924546;10267787394;172;201;176;154;-7.816670427984394;0.09375;0.234375;random_39
7;0.11087684162754624;0.27886963336158577;0.08188371305838223;0.086645741524473;0.12310991386830245;0.012388078847863998;0.0028737857519388807;0.30335229195990754;35433621504;21019898144;9730924546;10267787394;172;201;176;154;-7.816001385806827;0.125;;random_39
0;0.10101637807461894;0.12588204947772444;0.004161079036383153;0.13677793586545706;0.13555112991791451;0.136622585743949;0.2089969160894318;0.15099192579452111;17184325632;44090657856;29542728162;61207619586;28;123;334;218;;;;random_4
1;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;18325045248;1073885184;29542728162;44099049474;101;63;332;207;-7.724108025793008;0.09375;0.796875;random_4
2;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;18325045248;1073885184;29542728162;44099049474;101;63;332;207;-7.8199891536152935;0.09375;0.265625;random_4
3;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;18325045248;1073885184;29542728162;44099049474;101;63;332;207;-7.8199891536152935;0.09375;;random_4
0;0.0946543129482687;0.04603821429543798;0.019389112825097768;0.10560364276015273;0.09177969734809416;0.15971592692292252;0.2392484242776529;0.24357066862237325;34359741441;63963412642;18254004224;29798572384;37;292;133;241;;;;random_40
1;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;34359741441;12348162210;1073885184;29062471776;35;282;151;235;-7.71887000143091;0.109375;0.5625;random_40
2;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;34359741441;12348162210;1073885184;29062471776;35;283;150;235;-7.831474496264215;0.09375;0.3125;random_40
3;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;34359741441;12348162210;1073885184;29062471776;35;283;150;235;-7.831325460149487;0.09375;;random_40
0;0.0719026973408699;0.09635258202776098;0.04594136485738417;0.19998158850595146;0.01441713693274817;0.17676419865318824;0.19748351846816453;0.1971569132139326;536870928;45097158690;9730924546;29528105184;2;132;226;343;;;;random_41
1;0.3249327349426677;0.06843068819515095;0.012750570507117864;0.2712854437935107;0.00888992412495405;0.09994052758742598;0.02604741663723245;0.18772269421194024;536870928;37580970016;9730924546;29528105184;2;151;238;312;-7.718369521476465;0.09375;0.6875;random_41
2;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;1610756224;3221364768;9730924546;29062471776;128;160;194;221;-7.772663320172705;0.09375;1.234375;random_41
3;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;1610756224;3221364768;9730924546;29062471776;126;160;194;223;-7.921569410925152;0.09375;0.234375;random_41
4;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;1610756224;3221364768;9730924546;29062471776;126;160;194;223;-7.915917357339582;0.109375;;random_41
0;0.10109870545652663;0.14567747575462847;0.2289915011633255;0.10632051697161594;0.14452381199171915;0.07679336869446285;0.17920890829838787;0.017385711669333708;538968192;61830740226;20942291104;3489792032;30;365;161;147;;;;random_42
1;0.24648967844030226;0.25882796491897553;0.2008173681768892;0.011179694796681516;0.13955451763599566;0.04421181202904132;0.03117551228193498;0.06774345172017966;1610756224;61830740226;29532225764;3489792032;108;255;220;120;-7.749469143545913;0.09375;0.515625;random_42
2;0.2310014681756083;0.2856052610664145;0.04818096170409868;0.07155834578377031;0.1489056167349243;0.024893341860084312;0.01694696935742803;0.1729080353176716;1610756224;61275777026;29542728162;3221364768;85;265;232;121;-7.776968331309989;0.109375;0.796875;random_42
3;0.38589812353111147;0.33822650530596715;0.025394866539336862;0.0870196693724164;0.07977728595257258;0.011696213496250043;0.03381265441055873;0.03817468139178661;1610756224;61830740226;29542728162;3221364768;85;240;273;105;-7.799549773748597;0.109375;0.5;random_42
4;0.3401271709626589;0.2973480132545519;0.0006556579235217339;0.13831523557484374;0.21877195122103665;0.0005242223128739071;0.0008825991258984506;0.0033751496246148967;1610756224;61755500610;29868454050;3221364768;80;250;262;111;-7.874120488572222;0.09375;1.328125;random_42
5;0.19009253345480176;0.2604455231915442;0.07607004373257596;0.2710620111609834;0.10146083857364932;0.07936022418773235;0.006436420169020229;0.015072405529692915;1073885184;61755500610;12348162210;3221364768;92;324;187;100;-7.827493510445316;0.09375;0.53125;random_42
6;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;1073885184;61755500610;12348162210;3221364768;96;297;202;108;-7.858725323842948;0.109375;0.265625;random_42
7;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;1073885184;61755500610;12348162210;3221364768;96;297;202;108;-7.856428240857217;0.09375;;random_42
0;0.2040136082239094;0.01963021156862266;0.13234555569554535;0.0782617623512235;0.14732086419602236;0.24473426469158616;0.16467340914634535;0.009020324126745232;538968192;9730924546;17184325632;63920618995;38;219;64;382;;;;random_43
1;0.23555451233352426;0.10528831281141264;0.012445437546849816;0.0009245175428133509;0.1821131449366348;0.28690817640800137;0.010691916678750328;0.16607398174201346;1610756224;9730924546;18325045248;63355168866;133;123;97;350;-7.759058409931019;0.09375;0.890625;random_43
2;0.35536557504575755;0.038265523519394884;0.00450023963246392;0.001360380912786598;0.016291722576489084;0.3531279735521729;0.10437146840750454;0.12671711635343055;1610756224;9730924546;18254004224;63355168866;159;154;85;305;-7.78870196994391;0.09375;0.546875;random_43
3;0.35536557504575755;0.038265523519394884;0.00450023963246392;0.001360380912786598;0.016291722576489084;0.3531279735521729;0.10437146840750454;0.12671711635343055;1610756224;9730924546;18254004224;63355168866;159;154;85;305;-7.8073829739443745;0.09375;0.265625;random_43
4;0.35536557504575755;0.038265523519394884;0.00450023963246392;0.001360380912786598;0.016291722576489084;0.3531279735521729;0.10437146840750454;0.12671711635343055;1610756224;9730924546;18254004224;63355168866;159;154;85;305;-7.8073829739443745;0.09375;;random_43
0;0.10997813480057893;0.13032152466174146;0.13700619554324925;0.17411211114171726;0.07093245356916024;0.03292696169550488;0.10033804301287197;0.24438457557517615;2684354608;9730924546;1140989952;46717348066;90;166;123;324;;;;random_44
