Iteration;w_s;Non Food;Non Perishable A;Non Perishable B;Non Perishable C;Non Perishable D;Perishable A;Perishable B;Medoid 0;Medoid 1;Medoid 2;Medoid 3;Cluster Size 0;Cluster Size 1;Cluster Size 2;Cluster Size 3;IEM;optimization;clustering;Repetition
2;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;1610756224;61822871558;1140989952;11878408290;90;279;59;275;-7.819857087404162;0.109375;0.296875;random_19
3;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;1610756224;61822871558;1140989952;11878408290;90;279;59;275;-7.819857087404162;0.09375;;random_19
0;0.0036622273199138377;0.15081527378556542;0.14095018761576092;0.15758826916774168;0.17726047968299713;0.14475431771759914;0.08358933159797828;0.14137991311244355;536870928;46717348066;9730924546;3489792000;1;471;230;1;;;;random_2
1;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1073885184;63891843296;9730924546;3556777984;123;323;179;78;-7.677740020983175;0.09375;1.296875;random_2
2;0.13785811827747668;0.03418559176189059;0.029504053907367874;0.3547892796283393;0.1905162412026077;0.21387290795945904;0.00566035311105709;0.033613454151801836;1073885184;63891843296;9730924546;3556777984;137;298;200;68;-7.891213887875397;0.09375;0.28125;random_2
3;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1073885184;63891843296;9730924546;3556777984;123;323;179;78;-7.863439248844148;0.09375;0.265625;random_2
4;0.13785811827747668;0.03418559176189059;0.029504053907367874;0.3547892796283393;0.1905162412026077;0.21387290795945904;0.00566035311105709;0.033613454151801836;1073885184;63891843296;9730924546;3556777984;137;298;200;68;-7.891213887875397;0.09375;0.28125;random_2
5;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1073885184;63891843296;9730924546;3556777984;123;323;179;78;-7.863439248844148;0.09375;;random_2
0;0.14111060436843936;0.09176518739114266;0.1460933445138444;0.17529493811202682;0.1973770432852979;0.17315449478956316;0.002370107977500627;0.07283427956218515;536870928;63891843296;1073885184;12079603714;2;370;97;234;;;;random_20
1;0.20642446111882667;0.03247375426306101;0.008323848523663028;0.2607266687233741;0.10171287090797552;0.3127518363483364;0.0006962130348169285;0.07689034707994648;1610756224;63891843296;1073885184;12079603714;86;296;78;243;-7.776559688322115;0.109375;0.890625;random_20
2;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602431;0.12669086097893295;1610756224;63891843296;1073885184;12079603714;97;301;78;227;-7.8288290156428655;0.09375;0.296875;random_20
3;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602431;0.12669086097893295;1610756224;63891843296;1073885184;12079603714;97;301;78;227;-7.824887298831879;0.09375;;random_20
0;0.26905790378529115;0.06325879205611408;0.1920422321559388;0.02002774555046405;0.07371416635070019;0.006826711807569768;0.2925389057023096;0.08253354259161241;538968192;12146835522;64171157666;1082269696;41;186;381;95;;;;random_21
1;0.29911803147911503;0.04950452657124805;0.3158918369748894;0.022473088226518983;0.18073928175910545;0.0009360256051120347;0.059756291189269735;0.07158091819474145;538968192;11878408290;64171157666;1140989952;42;205;395;61;-7.7697617128275445;0.09375;0.75;random_21
2;0.2733434987265134;0.009451244750347686;0.2398005343986876;0.2401717970099991;0.14574613539676542;0.02565288041491666;0.03355627799325328;0.03227763130951691;538968192;11878408290;64171157666;1140989952;43;188;372;100;-7.795715736121628;0.109375;0.328125;random_21
3;0.3139298457899254;0.13312793851288673;0.07620002389859831;0.3771594499170035;0.061347049041556384;0.012065812770161064;0.023018772800681403;0.003151107269187277;538968192;11878408290;64171157666;1140989952;33;191;327;152;-7.794887697278662;0.109375;0.328125;random_21
4;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;1610756224;12146835520;61207619586;1140989952;149;165;277;112;-7.7842233838318435;0.09375;0.515625;random_21
5;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;1610756224;12146835520;61207619586;1140989952;149;165;277;112;-7.881211249300738;0.09375;0.265625;random_21
6;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;1610756224;12146835520;61207619586;1140989952;149;165;277;112;-7.881211249300738;0.109375;;random_21
0;0.09563931523591654;0.25701643962235066;0.19507567157726174;0.008817253797850689;0.045609265080256825;0.17210794698727655;0.15985370865227785;0.06588039904680927;538968192;29062471776;17179885568;42949675010;62;472;2;167;;;;random_22
1;0.2310014681756083;0.2856052610664145;0.04818096170409868;0.07155834578377031;0.1489056167349243;0.024893341860084312;0.01694696935742803;0.1729080353176716;1610756224;11878408290;17184325632;61275777026;186;216;48;253;-7.714607935234853;0.09375;0.859375;random_22
2;0.2310014681756083;0.2856052610664145;0.04818096170409868;0.07155834578377031;0.1489056167349243;0.024893341860084312;0.01694696935742803;0.1729080353176716;1610756224;11878408290;17184325632;61275777026;185;217;48;253;-7.795162207434897;0.09375;0.25;random_22
3;0.2310014681756083;0.2856052610664145;0.04818096170409868;0.07155834578377031;0.1489056167349243;0.024893341860084312;0.01694696935742803;0.1729080353176716;1610756224;11878408290;17184325632;61275777026;185;217;48;253;-7.795006702764248;0.09375;;random_22
0;0.21606045784327588;0.14199505235507612;0.1238785427263167;0.13643150269703533;0.16885906262298833;0.07214511738740524;0.09209862538601232;0.04853163898189013;538968192;61207619586;10200686784;63920618995;27;235;166;275;;;;random_23
1;0.23571949592578306;0.07592420942730407;0.05162135846694126;0.1881273783367569;0.14625552105959413;0.26857626067110585;0.006273902266085726;0.027501873846429027;1140989952;61764417538;9739313216;29542728162;101;229;89;284;-7.741714427025831;0.109375;1.390625;random_23
2;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1140989952;61764417538;9739313216;29542728162;107;243;76;277;-7.823794461563555;0.09375;0.265625;random_23
3;0.20642446111882667;0.03247375426306101;0.008323848523663028;0.2607266687233741;0.10171287090797552;0.3127518363483364;0.0006962130348169285;0.07689034707994648;1073885184;61818431746;9739313216;29542728162;128;217;82;276;-7.849087214058111;0.125;0.53125;random_23
4;0.1536894198364882;0.002031259805225586;0.015509271266870073;0.24031944545001954;0.08378739188450274;0.3347126832399806;0.04226666711484504;0.12768386140206808;1073885184;61755045250;9739313216;29003747426;120;241;86;256;-7.83086311125643;0.09375;0.78125;random_23
5;0.1536894198364882;0.002031259805225586;0.015509271266870073;0.24031944545001954;0.08378739188450274;0.3347126832399806;0.04226666711484504;0.12768386140206808;1073885184;61755045250;9739313216;29003747426;120;241;86;256;-7.838357440385781;0.109375;0.265625;random_23
6;0.1536894198364882;0.002031259805225586;0.015509271266870073;0.24031944545001954;0.08378739188450274;0.3347126832399806;0.04226666711484504;0.12768386140206808;1073885184;61755045250;9739313216;29003747426;120;241;86;256;-7.838357440385781;0.09375;;random_23
0;0.05583347079340896;0.2831878029197139;0.2217681997258501;0.14707328794035604;0.0681945486024482;0.07627356961608257;0.017401133908281397;0.13026798649385884;1610756224;64171157666;1073885184;3489792032;93;454;59;97;;;;random_24
1;0.22731867997325075;0.21778282490020728;0.0233660952490885;0.051560957778979975;0.16741693497194465;0.09283113520877236;0.01594568442460786;0.2037776874931487;1610756224;64171157666;1140989952;3221364768;129;349;103;122;-7.805240887885891;0.09375;0.578125;random_24
2;0.22731867997325075;0.21778282490020728;0.0233660952490885;0.051560957778979975;0.16741693497194465;0.09283113520877236;0.01594568442460786;0.2037776874931487;1610756224;64171157666;1140989952;3221364768;129;349;103;122;-7.829436348001428;0.09375;0.296875;random_24
3;0.22731867997325075;0.21778282490020728;0.0233660952490885;0.051560957778979975;0.16741693497194465;0.09283113520877236;0.01594568442460786;0.2037776874931487;1610756224;64171157666;1140989952;3221364768;129;349;103;122;-7.829436348001428;0.09375;;random_24
0;0.11173425711130587;0.2495396087962507;0.1353700403797286;0.06436224673090417;0.008843796671147966;0.024099380545049363;0.2434652002077691;0.1625854695578442;2684354608;68254144738;29263790178;12079603714;47;328;188;140;;;;random_25
1;0.33193740887515355;0.3082002789201209;0.0703441081508041;0.04729972475909668;0.04376821735573253;0.0024145226997232;0.10789824410252999;0.08813749513683901;2684354608;61830740226;29263790178;9730924546;55;263;235;150;-7.7505857171280095;0.109375;0.546875;random_25
2;0.2310014681756083;0.2856052610664145;0.04818096170409868;0.07155834578377031;0.1489056167349243;0.024893341860084312;0.01694696935742803;0.1729080353176716;3758227616;61755500610;29330911330;9730924546;164;263;169;107;-7.796585202867107;0.109375;0.53125;random_25
3;0.2310014681756083;0.2856052610664145;0.04818096170409868;0.07155834578377031;0.1489056167349243;0.024893341860084312;0.01694696935742803;0.1729080353176716;3758227616;61755500610;29330911330;9730924546;163;264;169;107;-7.792743968825081;0.09375;0.25;random_25
4;0.2310014681756083;0.2856052610664145;0.04818096170409868;0.07155834578377031;0.1489056167349243;0.024893341860084312;0.01694696935742803;0.1729080353176716;3758227616;61755500610;29330911330;9730924546;163;264;169;107;-7.79247447466554;0.09375;;random_25
0;0.12346744127100275;0.2063250083507623;0.2278780342112693;0.04990822441246248;0.15257499247907955;0.0605907560562339;0.004751816713983236;0.17450372650520654;1073885184;11819679778;64171157666;35433621504;68;183;368;84;;;;random_26
1;0.3250249145654498;0.2109996716163224;0.18010986345950306;0.1887011610476416;0.043204582478829766;0.03465384137377731;0.0032645216145741913;0.014041443843901744;1073885184;11819679778;64254650822;35433613312;86;209;320;88;-7.809080648585331;0.109375;0.5625;random_26
2;0.3213706583755633;0.11903814318268968;0.017556143254973008;0.27872367736218245;0.15140872368796396;0.0725830103446137;0.006198745360259357;0.03312089843175478;1073885184;11819679778;64254650822;35433613312;106;223;280;94;-7.8165264076823355;0.109375;0.28125;random_26
3;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;1073885184;11819679778;64254650822;35433613312;103;246;262;92;-7.812100396351775;0.09375;0.28125;random_26
4;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;1073885184;11819679778;64254650822;35433613312;103;246;262;92;-7.810404103291327;0.109375;;random_26
0;0.06814576621967472;0.08165637628722246;0.12527866203489466;0.17696687068864184;0.13393797663538584;0.1858258140375551;0.05824916417102139;0.16993936992560396;35433613312;29542728162;17179885568;9730924546;118;408;2;175;;;;random_27
1;0.29733882025190816;0.006585438005213239;0.09639513903075424;0.2184823345993384;0.06785395966563444;0.2992481592109725;0.009175559626182243;0.004920589609996752;1140989952;29542728162;18325045248;9730924546;87;349;113;154;-7.747847093504895;0.109375;1.25;random_27
2;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602431;0.12669086097893295;1140989952;29542728162;18325045248;9730924546;87;348;111;157;-7.8375327694352555;0.09375;0.296875;random_27
3;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1140989952;29542728162;18325045248;9730924546;87;354;111;151;-7.8363574965952125;0.09375;0.28125;random_27
4;0.34884434049438995;0.00273272513097807;0.06775407423558437;0.38042746609519695;0.01118911864462332;0.0996184973081792;0.03442619410124165;0.055007583989806715;1140989952;29603488224;18325045248;9730924546;98;269;139;197;-7.84980441106122;0.09375;0.546875;random_27
5;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;1140989952;29528105184;18257944832;9730924546;98;250;150;205;-7.8731172670124625;0.109375;0.5;random_27
6;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;1140989952;29528105184;18257944832;9730924546;99;250;150;204;-7.864826608387216;0.109375;0.25;random_27
